Offer_Price,Total_Shares,QIB,HNI,RII,Issue_Size,Ipo_Success,,
147.61,3387806,1345721,937075,1105010,500074043.7,1,,
1460.78,4241181,2078764,918794,1243623,6195432381,1,,
1329.76,240721,108015,30239,102467,320101157,1,,
1011.29,3218682,1155028,544490,1519164,3255020920,1,,
1419.61,2159486,909534,484052,765900,3065627920,1,,
523.6,4830830,2746405,1445209,639216,2529422588,1,,
622.68,809471,250973,238564,319934,504041402.3,1,,
1409.31,2287922,1209116,245435,833371,3224391354,1,,
1104.34,3276691,1152549,397351,1726791,3618580939,1,,
666.62,3606950,1146378,983593,1476979,2404465009,0,,
337.21,1036369,508703,167617,360049,349473990.5,1,,
680.11,3756218,1726488,752273,1277457,2554641424,1,,
1200.6,367832,119115,90127,158590,441619099.2,0,,
517.36,144352,70928,24837,48587,74681950.72,1,,
1451.72,651177,354710,160377,136090,945326674.4,1,,
736.44,4718302,2591024,642577,1484701,3474746325,1,,
97.18,4864859,2849176,852231,1163452,472766997.6,0,,
892.4,4314547,1767429,989472,1557646,3850301743,1,,
723.61,3056221,1558530,439318,1058373,2211512078,0,,
618.24,893335,268121,121626,503588,552295430.4,1,,
237.14,1705678,705001,475408,525269,404484480.9,1,,
818.62,1123903,566160,309018,248725,920049473.9,0,,
808.18,3081353,1735597,443095,902661,2490287868,1,,
1346.31,3315702,1194332,775877,1345493,4463962760,1,,
540.25,2690437,1490718,513903,685816,1453508589,1,,
869.19,2212969,1128992,414124,669853,1923490525,1,,
480.51,1107779,430680,202384,474715,532298887.3,1,,
1236.3,303097,97190,45010,160897,374718821.1,1,,
1055.88,958826,511557,119523,327746,1012405197,1,,
488.85,2967950,1756676,697720,513554,1450882358,0,,
464.01,3409049,1273320,706762,1428967,1581832826,1,,
458.3,2410260,1229495,701428,479337,1104622158,1,,
1334.48,3536213,1382476,516091,1637646,4719005524,1,,
459.56,2778754,1179754,536804,1062196,1277004188,0,,
963.52,1402883,721574,237532,443777,1351705828,1,,
575.9,2535287,1357600,323991,853696,1460071783,0,,
262.94,3494053,1980116,736686,777251,918726295.8,1,,
747.55,978661,528487,186121,264053,731598030.6,1,,
637.87,4541225,2711315,1166947,662963,2896711191,1,,
554.67,4816173,1641692,713218,2461263,2671386678,1,,
539.01,4780114,2663736,562794,1553584,2576529247,0,,
352.12,789686,391212,124769,273705,278064234.3,0,,
847.88,3056081,1068720,459946,1527415,2591189958,1,,
1279.44,2728223,1108953,738828,880442,3490597635,1,,
199.33,541123,167720,145074,228329,107862047.6,1,,
112.14,2278170,725107,640620,912443,255473983.8,1,,
80.46,1873905,970079,275541,628285,150774396.3,1,,
60.63,2419995,1210729,460074,749192,146724296.9,1,,
601.01,4694600,2334394,649343,1710863,2821501546,1,,
1007.4,1460825,479075,370495,611255,1471635105,1,,
1350.9,2152111,1098352,589910,463849,2907286750,1,,
369.01,2351057,1390494,336751,623812,867563543.6,1,,
1162.51,668775,312978,104011,251786,777457625.3,1,,
1059.53,701323,288822,152671,259830,743072758.2,1,,
521.83,364737,135398,53404,175935,190330708.7,1,,
1040.76,2310964,1257111,271348,782505,2405158893,1,,
450.41,3222470,1254580,840665,1127225,1451432713,1,,
927.68,4790513,2498730,1108719,1183064,4444063100,1,,
898.17,1727192,672947,410433,643812,1551312039,1,,
231.49,3793119,2091353,660786,1040980,878069117.3,1,,
159.03,2927835,1398726,676078,853031,465613600.1,1,,
681.3,4785686,1673455,506431,2605800,3260487872,1,,
206.64,2959405,1533315,409879,1016211,611531449.2,0,,
541.16,1891467,1092161,221705,577601,1023586282,1,,
1067.34,2824212,1077076,641725,1105411,3014394436,1,,
1406.93,3246900,1020291,771452,1455157,4568161017,1,,
827.04,1901844,824530,544543,532771,1572901062,0,,
959.46,849376,472672,146153,230551,814942297,1,,
886.35,4457778,1600979,950514,1906285,3951151530,1,,
1265.63,1889924,723518,346700,819706,2391944512,1,,
1410.28,4486792,1732724,1197633,1556435,6327633022,1,,
1377.74,1208343,645074,276057,287212,1664782485,1,,
1036.05,3268284,1613999,575650,1078635,3386105638,1,,
345.77,946954,441584,178320,327050,327428284.6,1,,
1247.59,4264190,1717751,1228309,1318130,5319960802,1,,
832.63,2298335,874787,296912,1126636,1913662671,1,,
1243.36,4886028,1909280,1455184,1521564,6075091774,1,,
342.21,3079170,1154388,377435,1547347,1053722766,1,,
431.81,3462836,1932171,377832,1152833,1495287213,1,,
635,3769925,1651944,695075,1422906,2393902375,0,,
570.29,2491193,1114639,474811,901743,1420702456,1,,
270.05,1916369,1079182,248488,588699,517515448.5,1,,
706.35,2940360,1670992,502968,766400,2076923286,1,,
915.43,1244403,518567,192487,533349,1139163838,1,,
1115.95,2475796,1016481,571631,887684,2762864546,0,,
653.96,1567185,495208,349931,722046,1024876303,1,,
496.7,4370983,2612433,1124192,634358,2171067256,1,,
1333.68,2338867,1021330,290099,1027438,3119300141,1,,
420.61,4403108,1451398,709009,2242701,1851991256,1,,
1490.94,1473051,688988,279340,504723,2196230658,1,,
1473.36,2306537,767444,552544,986549,3398359354,1,,
930.34,1697807,736396,315578,645833,1579537764,1,,
523.35,2475431,1127619,559660,788152,1295516814,1,,
506.81,3636322,1496100,986442,1153780,1842924353,0,,
274.77,3219275,1822114,843693,553468,884560191.8,1,,
645.15,674744,310972,188202,175570,435311091.6,1,,
212.45,1833156,896842,300757,635557,389453992.2,1,,
845.19,492237,193492,139775,158970,416033790,1,,
1308.31,413735,199243,80932,133560,541293637.9,1,,
1175.8,222115,127124,46111,48880,261162817,1,,
424.26,1020939,488897,172569,359473,433143580.1,1,,
430.89,4568808,1539820,655021,2373967,1968653679,1,,
63.48,4082108,1789718,410228,1882162,259132215.8,0,,
215.49,4111702,2071651,1090908,949143,886030664,1,,
536.27,242370,118780,41836,81754,129975759.9,1,,
356.74,3837152,1394931,1056096,1386125,1368865604,0,,
833.63,3388071,1034467,364519,1989085,2824397628,1,,
273.13,2533822,841308,570284,1122230,692062802.9,0,,
696.52,3170314,1400157,649911,1120246,2208187107,0,,
1283.54,1128698,650083,168201,310414,1448729031,1,,
292.99,3963637,2172411,556366,1234860,1161306005,1,,
557.48,1876177,672370,397131,806676,1045931154,1,,
1038.52,1280989,498743,296103,486143,1330332696,1,,
381.97,4255788,2524535,1043141,688112,1625583342,1,,
601.9,3631740,1127576,670701,1833463,2185944306,1,,
637.83,856163,462165,130544,263454,546086446.3,0,,
418.58,1588818,795745,222799,570274,665047438.4,1,,
841.91,3302510,1198735,954626,1149149,2780416194,1,,
466.93,4097364,2072857,1201712,822795,1913182173,1,,
53.07,4275712,1758889,605649,1911174,226912035.8,0,,
390.19,2263715,971392,509212,783111,883278955.9,1,,
1455.37,4869580,1752785,1049135,2067660,7087040645,1,,
114.96,2033703,979385,437711,616607,233794496.9,1,,
62.27,141905,70637,32552,38716,8836424.35,0,,
1393.85,101443,49180,25933,26330,141396325.5,1,,
288.73,3984056,2387139,1180420,416497,1150316489,1,,
97.07,3449158,1923492,933919,591747,334809767.1,1,,
190.41,4727696,1745185,659595,2322916,900200595.4,1,,
916.44,2706920,1570302,559603,577015,2480729765,1,,
912.98,4040492,1580071,781883,1678538,3688888386,1,,
1142.06,3458328,1860464,1030126,567738,3949618076,1,,
1479.61,3073701,1547133,483042,1043526,4547878737,1,,
975.87,4256250,2246716,742389,1267145,4153546688,1,,
1295.39,4913980,2066970,1450867,1396143,6365520552,1,,
157.14,601219,188712,70675,341832,94475553.66,1,,
905.08,1965478,756750,482178,726550,1778914828,1,,
1340.65,1957590,1146734,342376,468480,2624443034,1,,
992.87,1319203,546229,154097,618877,1309797083,1,,
56.69,2473165,981074,304738,1187353,140203723.9,1,,
1295.66,2305132,1223584,326024,755524,2986667327,1,,
819.96,3458897,1086185,698679,1674033,2836157184,1,,
612.38,4322243,2473458,881073,967712,2646855168,1,,
1283.05,879083,278542,243089,357452,1127907443,1,,
171.84,1566787,687942,409131,469714,269236678.1,1,,
207.97,1928280,667909,537043,723328,401024391.6,1,,
1065.97,4065793,1330195,871978,1863620,4334013364,1,,
1234.1,1982656,805102,219657,957897,2446795770,1,,
343.72,1446289,509245,303276,633768,497118455.1,1,,
749.71,4920803,2767723,637168,1515912,3689175217,1,,
880.31,4473661,2325295,821791,1326575,3938208515,1,,
579.16,1796665,630388,364568,801709,1040556501,0,,
286.44,1369852,533347,308731,527774,392380406.9,1,,
372.97,2656030,1151966,479636,1024428,990619509.1,1,,
1340.15,4370579,2390664,622542,1357373,5857231447,1,,
1253.63,730036,254461,110991,364584,915195030.7,1,,
453.75,1637703,608141,238540,791022,743107736.3,1,,
221.56,4826510,2459076,1062403,1305031,1069361556,1,,
302.26,2300016,963697,319274,1017045,695202836.2,1,,
663.66,535385,166148,75429,293808,355313609.1,1,,
251.01,3549987,1581492,589967,1378528,891082236.9,1,,
200.97,2782300,1118556,443866,1219878,559158831,1,,
1006.23,707476,408597,211553,87326,711883575.5,1,,
869.48,3628924,1360804,1005083,1263037,3155276840,1,,
611.48,4314846,2041395,944243,1329208,2638442032,1,,
966.81,4258402,2313096,527848,1417458,4117065638,1,,
1020.81,2792947,1382530,450021,960396,2851068227,1,,
806.25,4694235,1418149,763081,2513005,3784726969,1,,
456.98,3866456,1436534,852160,1577762,1766893063,1,,
1181.98,1057825,550900,158043,348882,1250327994,1,,
591.32,1592561,729787,464302,398472,941713170.5,1,,
483.91,283592,129061,52583,101948,137233004.7,1,,
583.19,2749754,1475119,678872,595763,1603629035,1,,
534.46,917778,499077,269817,148884,490515629.9,1,,
1331.58,2130054,736640,464518,928896,2836337305,1,,
1292.86,3139174,1781197,921309,436668,4058512498,1,,
511.47,223661,84403,50025,89233,114395891.7,0,,
117.07,2299729,870942,638641,790146,269229274,0,,
546.67,4711262,2168218,1396093,1146951,2575505598,0,,
1257.83,2569988,1434577,386384,749027,3232608006,1,,
1448.3,4936248,1578331,831251,2526666,7149167978,1,,
706.34,980807,316115,112602,552090,692783216.4,0,,
872.02,960780,505681,239950,215149,837819375.6,1,,
1156.12,2966698,899195,658354,1409149,3429858892,1,,
925.97,1642200,805683,319467,517050,1520627934,1,,
1460.86,4061472,1300417,843862,1917193,5933241986,1,,
462.15,4288907,1959639,958454,1370814,1982118370,1,,
441.12,1369965,569156,280390,520419,604318960.8,1,,
241.55,1642451,565543,283998,792910,396734039.1,0,,
1309.02,1670104,629350,490253,550501,2186199538,1,,
698.41,4419236,2616789,812784,989663,3086438615,0,,
411.24,2113908,1032681,631194,450033,869323525.9,1,,
632.1,3507665,1689796,540327,1277542,2217195047,1,,
777.13,2612305,1142853,326396,1143056,2030100585,1,,
304.72,1514965,520964,334569,659432,461640134.8,1,,
530.29,919836,341408,130393,448035,487779832.4,1,,
1224.71,2113081,635835,506617,970629,2587911432,1,,
898.13,617912,312206,151893,153813,554965304.6,1,,
1071.66,1521452,797161,181772,542519,1630479250,1,,
1442.75,1507660,504098,278477,725085,2175176465,1,,
137.69,3858389,2312693,473712,1071984,531261581.4,1,,
1193.65,450356,187437,73524,189395,537567439.4,1,,
106.38,359308,136127,50123,173058,38223185.04,0,,
733.11,2052581,975305,493565,583711,1504767657,1,,
643.19,1738404,564364,407522,766518,1118124069,0,,
1289.84,526542,167908,75027,283607,679154933.3,1,,
417.81,2952629,1704426,837336,410867,1233637922,1,,
310.21,2383321,1398021,280216,705084,739330007.4,1,,
630.22,1661504,778828,230343,652333,1047113051,1,,
1371.28,4311646,2339058,921933,1050655,5912473927,1,,
1402.24,2768587,1334208,758985,675394,3882223435,1,,
114.48,4065245,1886376,701237,1477632,465389247.6,1,,
656.12,4907176,1937848,1243860,1725468,3219696317,1,,
1170.08,1434338,489022,325911,619405,1678290207,0,,
784.2,482489,241305,89403,151781,378367873.8,1,,
562.24,3550476,1342673,378031,1829772,1996219626,1,,
171.19,129430,61951,16308,51171,22157121.7,1,,
558.41,4592524,2168441,1305914,1118169,2564511327,1,,
1222.89,411554,187001,76688,147865,503285271.1,1,,
341,4688099,1721130,674951,2292018,1598641759,1,,
609.04,836302,269791,162991,403520,509341370.1,1,,
407.62,2868544,922569,453903,1492072,1169275905,1,,
1138.86,3714640,1945255,664410,1104975,4230454910,0,,
1297.11,3261861,1605267,470015,1186579,4230992522,1,,
1225.45,712014,339018,197059,175937,872537556.3,0,,
413.19,3067631,1679039,831613,556979,1267514453,1,,
1238.42,2026268,1186007,277228,563033,2509370817,1,,
612.27,641067,218354,68943,353770,392506092.1,1,,
325.4,2085269,1135936,429114,520219,678546532.6,1,,
1136.62,136401,49945,24636,61820,155036104.6,1,,
602.9,342530,155027,100467,87036,206511337,1,,
967.87,4405717,1420896,816025,2168796,4264161313,1,,
787.09,1730524,938631,211889,580004,1362078135,0,,
618.9,4586649,2747959,478987,1359703,2838677066,1,,
733.96,3999054,2076747,476125,1446182,2935145674,1,,
507.43,469937,242443,94829,132665,238460131.9,1,,
962.94,1023301,558194,127245,337862,985377464.9,1,,
361.22,1775457,646705,227370,901382,641330577.5,1,,
1412.83,1095402,496707,245920,352775,1547616808,1,,
715.26,2436827,754471,410299,1272057,1742964880,1,,
1330.97,1521259,826637,153039,541583,2024750091,0,,
844.73,1188457,547731,161136,479590,1003925282,1,,
1390.96,165717,53524,18873,93320,230505718.3,0,,
1029.53,1998149,1061952,228625,707572,2057154340,0,,
394.55,4993893,2283893,1364582,1345418,1970340483,1,,
1116.34,3368043,1454279,881372,1032392,3759881123,0,,
1092.97,1782304,538121,332018,912165,1948004803,1,,
150.2,823112,289016,202441,331655,123631422.4,0,,
1417.56,1485187,519527,288145,677515,2105341684,1,,
641.26,1761548,1036904,258394,466250,1129610270,1,,
212.22,123126,54772,23212,45142,26129799.72,1,,
929.02,3061357,1291842,775410,994105,2844061880,1,,
430.87,896395,490103,193406,212886,386229713.7,1,,
1155.2,2385170,882113,701360,801697,2755348384,1,,
612.68,1713434,976497,188288,548649,1049786743,1,,
854.18,3455127,2069832,578702,806593,2951300381,0,,
1222.48,1172744,413616,263500,495628,1433656085,1,,
614.14,4397756,2281846,479096,1636814,2700837870,1,,
1191.24,203111,61713,33246,108152,241953947.6,0,,
496.98,880870,391655,92918,396297,437774772.6,1,,
291.5,4952778,1743257,1044225,2165296,1443734787,0,,
82.76,514880,270519,121805,122556,42611468.8,1,,
980.55,1299937,392213,371556,536168,1274653225,1,,
1286.35,3799421,2092054,476013,1231354,4887385203,1,,
639.19,2571960,1160006,265518,1146436,1643971112,1,,
274.51,574483,183371,153039,238073,157701328.3,0,,
1252.58,1402054,436906,377037,588111,1756184799,0,,
294.8,2359580,1371477,580832,407271,695604184,1,,
754.04,2969710,1349024,821530,799156,2239280128,1,,
1338.38,1888157,591382,498438,798337,2527071566,1,,
698.5,3856093,1956733,1078547,820813,2693480961,0,,
55.52,308457,108530,53350,146577,17125532.64,1,,
115.89,3668662,1945251,956100,767311,425161239.2,1,,
827.51,1370776,729635,217519,423622,1134330848,1,,
1352.29,675428,357363,201518,116547,913374530.1,0,,
835.85,3075932,1072277,331849,1671806,2571017762,1,,
521.14,1603731,656413,407027,540291,835768373.3,0,,
341.07,4960044,2624135,894739,1441170,1691722207,1,,
904.2,3834532,2068468,1148438,617626,3467183834,1,,
604.4,4032846,1899103,418285,1715458,2437452122,1,,
441.28,4343734,1959719,795835,1588180,1916802940,1,,
1233.5,4560303,2137148,471012,1952143,5625133751,1,,
189.31,904056,392536,165466,346054,171146841.4,1,,
584.9,1241193,631888,195176,414129,725973785.7,0,,
149.46,3637884,2104136,1076778,456970,543718142.6,1,,
93.89,2920118,1239319,841910,838889,274169879,1,,
1111.38,4523435,1654980,1210158,1658297,5027255190,1,,
947.62,2235554,848860,236785,1149909,2118455681,1,,
1130.38,3645335,1155383,946424,1543528,4120613777,1,,
1356.03,924458,330305,214962,379191,1253592782,1,,
224.96,3106257,1796608,885503,424146,698783574.7,1,,
858.53,363814,177742,76813,109259,312345233.4,0,,
323.49,3797204,2019017,1102125,676062,1228357522,1,,
1281.06,963821,551271,209070,203480,1234712530,0,,
786.31,3855204,1463898,776183,1615123,3031385457,1,,
1189.14,2908796,1550068,696720,662008,3458965675,0,,
539.42,3021048,1308884,308304,1403860,1629613712,1,,
424.04,4812424,2793927,1364906,653591,2040660273,0,,
416.3,367543,207044,42293,118206,153008150.9,1,,
896.87,1428488,526708,319829,581951,1281168033,1,,
469.05,484400,206528,76509,201363,227207820,1,,
619.93,2371581,1274208,525696,571677,1470214209,1,,
126.26,4115276,1925615,1172531,1017130,519594747.8,1,,
1408.43,873819,277155,167611,429053,1230712894,1,,
1196.59,4117950,2326835,852539,938576,4927497791,1,,
98.09,2548559,1499913,370983,677663,249988152.3,1,,
592.96,2664265,818082,772604,1073579,1579802574,1,,
308.8,682422,409001,124960,148461,210731913.6,1,,
517.78,3758001,1542190,573499,1642312,1945817758,1,,
1044.85,553851,284955,99228,169668,578691217.3,1,,
951.01,3632401,1877972,745460,1008969,3454449675,1,,
369.69,2932924,1172114,748268,1012542,1084272674,1,,
886.86,1468185,601713,374039,492433,1302074549,1,,
522.98,1856286,750487,522840,582959,970800452.3,1,,
1295.07,3088103,937414,338604,1812085,3999309552,1,,
1480.82,3133693,1070854,797411,1265428,4640435268,1,,
1248.66,2141972,741797,617341,782834,2674594758,1,,
1403.42,4291653,1820237,1130440,1340976,6022991653,1,,
235.33,942415,308455,178815,455145,221778522,1,,
491.57,4432107,1481348,887640,2063119,2178690838,1,,
1320.29,3398907,1139966,923996,1334945,4487542923,1,,
1250.59,1030823,491306,230211,309306,1289136936,1,,
322.75,3447347,1951608,646494,849245,1112631244,1,,
924.15,859439,425354,157557,276528,794250551.9,1,,
869.18,3916046,1912830,1089530,913686,3403748862,1,,
579.72,1212015,416625,147322,648068,702629335.8,1,,
632.68,4846467,1569387,518975,2758105,3066262742,1,,
1358.56,4917475,2650082,1132813,1134580,6680684836,1,,
492.23,1939348,965118,303888,670342,954605266,0,,
353.42,2924749,974489,813982,1136278,1033664792,1,,
502.08,4286237,1691827,729839,1864571,2152033873,0,,
242,277898,108740,37843,131315,67251316,1,,
1142.51,703854,321840,164888,217126,804160233.5,1,,
706.6,3529453,1572191,370931,1586331,2493911490,0,,
165.46,4903091,2903681,782583,1216827,811265436.9,1,,
873.31,668592,260373,115054,293165,583888079.5,1,,
152.32,1792395,670843,345413,776139,273017606.4,0,,
416.34,3915090,2214278,810628,890184,1630008571,0,,
475.17,3390014,1147363,804068,1438583,1610832952,1,,
149.09,2413574,850153,471405,1092016,359839747.7,1,,
258.68,4339720,1467634,1229668,1642418,1122598770,1,,
1313.22,3962991,2020352,1077543,865096,5204279041,1,,
808.31,561744,305907,147250,108587,454063292.6,0,,
996.78,3188100,1057187,340312,1790601,3177834318,1,,
1364.25,1241199,615351,368186,257662,1693305736,1,,
1066.7,257969,87003,46270,124696,275175532.3,1,,
263.09,3912690,1962191,681442,1269057,1029389612,1,,
128.49,1760313,1033039,480302,246972,226182617.4,1,,
500.37,2097455,644856,510797,941802,1049503558,1,,
1270.92,1789181,579479,243731,965971,2273905917,0,,
1228.65,192485,80311,39100,73074,236496695.3,1,,
1097.79,3101075,1297669,443339,1360067,3404329124,0,,
1350.81,2241522,673052,422911,1145559,3027870333,1,,
612.31,4305737,1671800,514781,2119156,2636445822,1,,
939.28,369925,177248,75250,117427,347463154,1,,
548.32,1126989,426736,240850,459403,617950608.5,1,,
1291.05,2026854,867527,350647,808680,2616769857,1,,
874.74,1487304,569643,177475,740186,1301004301,1,,
1447.34,1643500,622394,432282,588824,2378703290,1,,
229.69,3739469,1380633,1003378,1355458,858918634.6,0,,
1150.22,1075623,614706,282869,178048,1237203087,1,,
1484.2,1586648,582998,389448,614202,2354902962,1,,
715.5,1435825,641610,408460,385755,1027332788,1,,
376.58,1169212,669812,197549,301851,440301855,1,,
179.94,499172,178128,89132,231912,89821009.68,1,,
1326.34,4185598,1404856,980778,1799964,5551526051,1,,
754.78,4745584,2547388,1329196,869000,3581871892,1,,
339.68,4916049,2608197,886597,1421255,1669883524,1,,
299.83,1130551,572632,303683,254236,338973106.3,1,,
883.26,3642570,2040534,552963,1049073,3217336378,1,,
922.9,743606,442140,141771,159695,686273977.4,1,,
1439.83,4403327,1420237,787755,2195335,6340042314,1,,
185.87,753751,242995,177313,333443,140099698.4,0,,
168.71,855275,287284,143054,424937,144293445.3,0,,
631.76,3285511,1044246,831475,1409790,2075654429,1,,
376.71,1225884,438025,325620,462239,461802761.6,1,,
1128.57,2115266,894451,299493,921322,2387225750,0,,
1388.89,1898460,688468,440354,769638,2636752109,1,,
176.26,265129,93701,53652,117776,46731637.54,1,,
320.34,205125,118286,60206,26633,65709742.5,1,,
847.09,1233721,552929,230494,450298,1045072722,1,,
312.51,2121833,1121112,311829,688892,663094030.8,1,,
1081.75,3384444,1584506,697209,1102729,3661122297,1,,
1396.11,614808,246696,140643,227469,858339596.9,1,,
1010.74,4669564,2210667,1128060,1330837,4719715117,1,,
144.65,1452450,606280,341727,504443,210096892.5,1,,
1364.06,3256981,1608083,949403,699495,4442717503,1,,
232.24,2359934,921445,393254,1045235,548071072.2,1,,
1274.44,2236939,1099078,249385,888476,2850844539,1,,
527.18,4821412,2315839,1291025,1214548,2541751978,1,,
214.13,609355,207897,109905,291553,130481186.1,1,,
109.48,2652059,854767,393225,1404067,290347419.3,1,,
1415.63,4591902,1616082,556242,2419578,6500434228,0,,
1153.57,1431518,836689,428623,166206,1651356219,1,,
723.31,3633896,1139774,838666,1655456,2628433316,1,,
1155.45,3110614,1322263,820520,967831,3594158946,1,,
1493.68,1459619,797622,434686,227311,2180203708,1,,
875.93,3544201,2102195,397931,1044075,3104471982,1,,
1315.83,479241,148835,87691,242715,630599685,1,,
122.51,2079905,900839,497058,682008,254809161.6,1,,
69.32,4791520,2870408,1365178,555934,332148166.4,1,,
203.81,454522,151557,87357,215608,92636128.82,1,,
982.44,1440875,846364,289280,305231,1415573235,1,,
1279.92,3729581,1163285,699237,1867059,4773565314,1,,
1146.54,4364063,1879844,1081710,1402509,5003572792,1,,
148.29,2175183,1158149,257097,759937,322557887.1,1,,
1294.44,2647354,809549,617280,1220525,3426840912,1,,
382.96,1838471,1078178,287855,472438,704060854.2,0,,
1311.54,3630598,2073239,797802,759557,4761674501,1,,
810.83,2418677,776640,673754,968283,1961135872,1,,
513.21,870296,445690,149459,275147,446644610.2,1,,
612.62,3478075,1658279,364401,1455395,2130738307,1,,
809.81,651762,213890,134799,303073,527803385.2,0,,
1161.66,3060164,1593257,360467,1106440,3554870112,0,,
1467.83,4237614,2310047,1079268,848299,6220096958,1,,
1151.73,1575568,583675,282740,709153,1814628933,1,,
110.1,270224,144550,45741,79933,29751662.4,1,,
348.14,1821344,869449,485911,465984,634082700.2,1,,
676.04,2879164,1222157,474715,1182292,1946430031,1,,
322.83,3505059,2029221,629431,846407,1131538197,1,,
543.42,4921025,2492047,1037101,1391877,2674183406,1,,
1193.93,129444,59267,20125,50052,154547074.9,1,,
928.77,3418558,1300572,407568,1710418,3175054114,1,,
740.15,4154349,2374727,747271,1032351,3074841412,1,,
1122.87,3591852,1078557,726178,1787117,4033182855,1,,
775.33,1649871,789378,170508,689985,1279194482,1,,
1490.07,301696,92538,84554,124604,449548158.7,1,,
308.96,508264,174952,57505,275807,157033245.4,1,,
390.36,1776240,836078,364176,575986,693373046.4,1,,
973.97,4822162,1546104,1082241,2193817,4696641123,1,,
942.92,228258,115468,50404,62386,215229033.4,1,,
892.91,2361117,1359130,349421,652566,2108264980,1,,
940.18,1000693,476247,276175,248271,940831544.7,1,,
514.25,1447935,443047,309525,695363,744600573.8,1,,
1327.43,1031221,334140,162455,534626,1368873692,1,,
87.54,952189,417095,233490,301604,83354625.06,0,,
880.66,1617542,784568,303017,529957,1424504538,1,,
438.74,3051373,1282900,752280,1016193,1338759390,1,,
1060.53,1542653,695592,322663,524398,1636029786,1,,
68.87,4355113,2266036,941203,1147874,299936632.3,0,,
599.32,426526,178998,101233,146295,255625562.3,1,,
1042.9,4334352,1974064,895080,1465208,4520295701,1,,
378.35,3518372,1319487,757692,1441193,1331176046,1,,
700.23,2784364,1408218,278954,1097192,1949695204,1,,
880.18,2819852,1212545,619950,987357,2481977333,1,,
418,4889891,1951331,937358,2001202,2043974438,1,,
600.38,1460291,687481,231176,541634,876729510.6,0,,
1297.41,967059,376813,191466,398780,1254672017,1,,
785.75,3717855,1967838,850735,899282,2921304566,1,,
878.99,2721314,818804,520789,1381721,2392007793,1,,
1466.61,1962783,611271,518223,833289,2878637176,1,,
232.1,3838405,1698650,748400,1391355,890893800.5,1,,
949.71,2194372,1233651,483747,476974,2084017032,1,,
1436.79,3057003,1033061,397800,1626142,4392271340,0,,
1028.67,4371730,2316531,475090,1580109,4497067499,1,,
890.02,2521503,958596,498726,1064181,2244188100,0,,
1009.92,1891540,877814,402796,610930,1910304077,1,,
855.32,3424363,1830104,724542,869717,2928926161,0,,
498.19,1193730,489890,353406,350434,594704348.7,1,,
517.05,1676157,533975,259899,882283,866656976.8,1,,
61.35,1006741,413290,190480,402971,61763560.35,1,,
806.19,4504668,1879297,1152177,1473194,3631618295,0,,
616.77,3272416,1680999,585567,1005850,2018328016,1,,
167.05,4412697,1324567,1175539,1912591,737141033.9,1,,
796.54,3525297,1632950,854294,1038053,2808040072,1,,
257.92,121216,67263,31065,22888,31264030.72,1,,
962.57,3499679,1212572,557143,1729964,3368686015,1,,
1349.96,1704717,939357,300517,464843,2301299761,1,,
287.58,2519397,1303981,524903,690513,724528189.3,1,,
1425.33,2063492,1175681,363596,524215,2941157052,1,,
956.03,2640706,1134288,536526,969892,2524594157,1,,
881.51,146179,53096,22114,70969,128858250.3,1,,
1164.67,450569,198941,131262,120366,524764197.2,1,,
1396.82,358013,138331,58707,160975,500079718.7,1,,
1256.9,4440459,1696403,634098,2109958,5581212917,1,,
226.77,2907691,1564643,576575,766473,659377088.1,1,,
605.03,255254,91276,26974,137004,154436327.6,0,,
1402.32,3906802,1412148,923711,1570943,5478586581,1,,
329.7,1585253,697827,217146,670280,522657914.1,1,,
514.4,3064266,1199097,563330,1301839,1576258430,1,,
1008.5,2685471,1101629,618875,964967,2708297504,1,,
1058.45,647811,259179,141368,247264,685675553,1,,
242.37,2584972,787671,368034,1429267,626519663.6,1,,
1382.36,2825723,1024269,838615,962839,3906166446,1,,
889.38,4219916,2191569,761086,1267261,3753108892,1,,
1439.32,4495899,1541773,936775,2017351,6471037349,0,,
1172.13,1467126,590137,310931,566058,1719662398,1,,
451.67,820679,444209,165026,211444,370676083.9,1,,
1391.64,261447,126069,70783,64595,363840103.1,1,,
1081.97,759738,454651,165288,139799,822013723.9,1,,
276.77,1292294,768139,370180,153975,357668210.4,1,,
1435.82,596633,215475,175523,205635,856657594.1,0,,
1007.28,2626021,789600,479794,1356627,2645138433,1,,
606.84,4243307,1855041,565483,1822783,2575008420,1,,
654.96,2082905,1135031,494196,453678,1364219459,1,,
1132.56,928794,422034,119567,387193,1051914933,1,,
1214.77,860873,391201,132723,336949,1045762694,1,,
1308.19,780961,314677,207968,258316,1021645371,1,,
699.29,2038593,1169446,272920,596227,1425567699,0,,
1301.64,2852567,1231238,768122,853207,3713015310,1,,
1162.64,849758,283197,134442,432119,987962641.1,1,,
744.68,694993,271879,132509,290605,517547387.2,1,,
697.16,2875818,1712432,799113,364273,2004905277,0,,
1025.92,3452079,2054474,830497,567108,3541556888,1,,
78.62,636241,205853,178809,251579,50021267.42,1,,
1015.57,4404706,1888605,1225791,1290310,4473287272,1,,
261.56,3597680,1860279,410217,1327184,941009180.8,1,,
668.53,4753807,2700559,589733,1463515,3178062594,1,,
897.42,965862,397815,286030,282017,866783876,1,,
348.04,2288443,1273210,670815,344418,796469701.7,0,,
301.76,3395292,1046247,394299,1954746,1024563314,1,,
